name,url,First appearance,Latest appearance,Occupation(s),Residence,Gender,Color,Eye color,Portrayer,Appearance,Classification,Spouse,Parents,Children
Dwight T. Wad,https://spongebob.fandom.com/wiki/Dwight_T._Wad,"""Kracked Krabs""","""Lame and Fortune""",Supermarket manager,,Male,Darkish red,Black,"['Dee Bradley Baker (Kracked Krabs)', 'Bill Fagerbakke']",,Crab,,,
Chintzy McGee,https://spongebob.fandom.com/wiki/Chintzy_McGee,,,,"Bikini Bottom, Pacific Ocean",Male,Light red,Light green with black pupils,Rodger Bumpass,"""Kracked Krabs""",Crab,,,
Giant bell hop,https://spongebob.fandom.com/wiki/Giant_bell_hop,"""Kracked Krabs""",The Ultimate Bikini Bottom Buddy Search,Bell hop,,Male,Purple,Black,Clancy Brown,,Fish,,,
Dennis,https://spongebob.fandom.com/wiki/Incidental_92A,"['""Chocolate with Nuts"" (pictured)', '""The Sponge Who Could Fly"" (physically)']","['""SpongeBob\'s Super Bowl Party"" (SpongeBob SquarePants)', '""Family Plotz"" (The Patrick Star Show)']","['Glass mover', 'Krusty Factory worker']","['Bikini Bottom, Pacific Ocean', 'Cemetery']",Male,Tan,,Dee Bradley Baker,,Fish,,,
The Flying Dutchman's date,https://spongebob.fandom.com/wiki/The_Flying_Dutchman%27s_date,,,,,Female,Green,Light yellow,,"""The Curse of Bikini Bottom""",Sea monster,,,
Corporal Sterling,https://spongebob.fandom.com/wiki/Corporal_Sterling,,,,Pacific Ocean,,White (skeleton),,,"""Squidward in Clarinetland""",Skeleton,,,
Eagle head,https://spongebob.fandom.com/wiki/Eagle_head,,,Keeper of the Horned Forest,The Horned Forest,Male,"White head, light orange and yellow beak",Light greenish-blue,Clancy Brown,"""Squidward in Clarinetland""",Bald eagle,,,
Pressure,https://spongebob.fandom.com/wiki/Pressure_(character),,,,Horned Forest,,Teal and light blue,,,"""Squidward in Clarinetland""",Vacuum cleaner,,,
Mr. Ranger,https://spongebob.fandom.com/wiki/Mr._Ranger,"""SpongeBob's Last Stand""","""Qualalalala""",Park ranger,,Male,Light green,,Clancy Brown,,Fish,,,
Singing coral,https://spongebob.fandom.com/wiki/Singing_coral,,,,,,Blue,,Clancy Brown,"""SpongeBob's Last Stand""",Coral,,,
Mr. Mayor,https://spongebob.fandom.com/wiki/Mr._Mayor,"""SpongeBob's Last Stand""",SpongeBob Comics No. 53,Mayor of Bikini Bottom(/Bikiniopolis),"Bikini Bottom, Pacific Ocean",Male,Light purple,Black,"['Tom Kenny (""SpongeBob\'s Last Stand"")', 'Bill Fagerbakke (""Sponge-Cano!"")']",,Fish,,,
Clown,https://spongebob.fandom.com/wiki/Clown_(As_Seen_on_TV),"""As Seen on TV""","""Don't Make Me Laugh""",Comedic performer,"Bikini Bottom, Pacific Ocean",Male,Green (with white makeup),Blue,"Bill Fagerbakke (""Shrinking Stars"")",,Fish,,,
Santa fish,https://spongebob.fandom.com/wiki/Santa_fish,,,,,Male,Purple,,,"""SpongeBob's Last Stand""",Fish,,,
Ben Blenny,https://spongebob.fandom.com/wiki/Ben_Blenny,,,Reporter,"Bikini Bottom, Pacific Ocean",Male,Light purple,Black,Tom Kenny,"""SpongeBob's Last Stand""",Fish,,,
Robot police officer,https://spongebob.fandom.com/wiki/Robot_police_officer,"""Back to the Past""",The Ultimate Bikini Bottom Buddy Search,Police officer,,Male,Gray,Green,,,Robot,,,
Robot Mantis,https://spongebob.fandom.com/wiki/Robot_Mantis,"""The Bad Guy Club for Villains""",SpongeBob Simulator,Villain,,,Green and light gray,Red,Tom Kenny,,Robot,,,
Captain Magma,https://spongebob.fandom.com/wiki/Captain_Magma,"""Mermaid Man and Barnacle Boy V""",Nickelodeon All-Star Brawl 2,Retired superhero,,Male,Caucasian,Light yellow with mahogany-brown pupils (as Squidward),"['Rodger Bumpass (""Mermaid Man and Barnacle Boy V"")', 'Tom Kenny (""The Bad Guy Club for Villains"")']",,"['Octopus (as Squidward)', 'Human (original)', 'Molten blob (""The Bad Guy Club for Villains"")']",,,
Pyrite Ponderer,https://spongebob.fandom.com/wiki/Pyrite_Ponderer,"""The Bad Guy Club for Villains""","""Squid Noir"" (action figure)",,,Male,,,Tom Kenny,,Human,,,
Hand creature,https://spongebob.fandom.com/wiki/Hand_creature,,,Villain of Mermaid Man and Barnacle Boy,,Male,Pale,Dark olive green with red pupils,Tom Kenny,"""The Bad Guy Club for Villains""",Mutant arm,,,
Bikini Bottom Men's Choir,https://spongebob.fandom.com/wiki/Bikini_Bottom_Men%27s_Choir,"""Choir Boys""","""A Day Without Tears""",,"Bikini Bottom, Pacific Ocean",Male,,Black,,,Fish,,,
Snail 13,https://spongebob.fandom.com/wiki/Snail_13,"""A Day Without Tears""","['SpongeBob Simulator (SpongeBob SquarePants)', '""There Goes the Neighborhood"" (The Patrick Star Show)']",,"['Bikini Bottom, Pacific Ocean', 'Bob Barnacle Snail Rescue Center', ""SpongeBob's house (temporarily)"", 'Pet Store', 'Animal shelter']",Male,Light blue with pale yellow bottom,Light yellow with red pupils,Tom Kenny,,Sea snail,,,
Manatee,https://spongebob.fandom.com/wiki/Manatee,"""Blackened Sponge""","""The Patrick Show Sells Out""",,,,,,,,,,,
Kid fish,https://spongebob.fandom.com/wiki/Kid_fish,"""A Day Without Tears""","""Krusty Koncessionaires""",,"Bikini Bottom, Pacific Ocean",Male,Light yellow,Black,Dee Bradley Baker,,Fish,,Unnamed father,
Grand Dad Plankton,https://spongebob.fandom.com/wiki/Grand_Dad_Plankton,"""One Coarse Meal""","""Blood is Thicker Than Grease""",,,Male,Deep green,Light yellow with a red pupil,Paul Tibbitt,,Plankton,Grandma Plankton (wife),"['Seymour (plankton) (father)', 'Basia (mother)']","['Gordon Plankton (son)', 'Silas Plankton (son)']"
Incidental CM19,https://spongebob.fandom.com/wiki/Mime,"""The Sponge Who Could Fly""","""Mid-Season Finale""","['Mime', 'Drummer (Incidental CM19)']","['Bikini Bottom, Pacific Ocean', ""Prospector's mine""]",Male,Orange,Light yellow with black pupils,John Gegenhuber (Incidental CM19),,Fish,,,
Bully snail,https://spongebob.fandom.com/wiki/Bully_snail,"""Gary in Love""","""Gary & Spot""",Gang boss,"Bikini Bottom, Pacific Ocean",Male,"['Light purple, light blue, and dark teal (shell color)', 'Light tan (body color)']","Yellow, dark green, and black",Dee Bradley Baker,,Sea snail,,,
Spike,https://spongebob.fandom.com/wiki/Spike,"""Gary in Love""",SpongeBob Simulator,,,Male,"Grayish-black shell, gray spikes, and pale purple body",Dark olive-yellow and black,Tom Kenny,,Sea snail,,,
Orange snail,https://spongebob.fandom.com/wiki/Orange_snail,"""Gary in Love""",SpongeBob Simulator,,,Male,"Light blue shell, orange body",Black,Tom Kenny,,Sea snail,,,
Mary,https://spongebob.fandom.com/wiki/Mary_the_Snail,"""Gary in Love""","""The Patrick Show After Dark""",,,Female,"['Cyan and light green body', 'Lavender shell and red polka dotted bow']",Light yellow and blue,Sirena Irwin,,Sea snail,,,
Ugly snail,https://spongebob.fandom.com/wiki/Ugly_snail,"""Gary in Love""","""Plankton's Pet""",,Pacific Ocean,Female,"Orange, blue, dark olive green body",Green,Dee Bradley Baker,,Sea snail,,,
Billy,https://spongebob.fandom.com/wiki/Billy_the_Snail,"""Gary in Love""","""The Patrick Show After Dark""",,"Bikini Bottom, Pacific Ocean",Male,Green and teal body with a light pink shell,Blue,Dee Bradley Baker,,Sea snail,,,
How to Open Things,https://spongebob.fandom.com/wiki/How_to_Open_Things,,,,,,,,,"""Rodeo Daze""",,,,
Randy Cheeks,https://spongebob.fandom.com/wiki/Randy_Cheeks,"""Rodeo Daze"" (mentioned)",Saving Bikini Bottom: The Sandy Cheeks Movie,,"Texas, U.S.",Male,,,Johnny Knoxville,,Squirrel,,"['Pa Cheeks (father)', 'Ma Cheeks (mother)']",
Singing cows,https://spongebob.fandom.com/wiki/Singing_cows,,,,,Female,Brown,Black,,"""Rodeo Daze""",Cows,,,
Bullfrog,https://spongebob.fandom.com/wiki/Bullfrog,,,,,Male,"Dark green, lime green, and tan",Black,,"""Rodeo Daze""",Frog,,,
Rrarrg,https://spongebob.fandom.com/wiki/Rrarrg,"""The Monster Who Came to Bikini Bottom""",SpongeBob's Game Frenzy,Ice maker for the Krusty Krab,Mountains near Bikini Bottom,Male,"Light purple, lavender, and light tan",,Dee Bradley Baker,,Toxic waste barnacle monster,,Patrick Star (accidental creator),
"""Mermaid Teenager"" incidentals",https://spongebob.fandom.com/wiki/%22Mermaid_Teenager%22_incidentals,"""Welcome to the Bikini Bottom Triangle""",The Cosmic Shake,,"Bikini Bottom Triangle, Pacific Ocean",Females,Various,Black,"['Ginnifer Goodwin (Mermaid Teenager 5)', 'Lori Alan (Mermaid Teenager 3)', 'Jill Talley (Mermaid Teenagers 2 and 4)', 'Sirena Irwin (Mermaid Teenager 1)']",,Mermaid,,,
Money,https://spongebob.fandom.com/wiki/Money,"""Help Wanted""",,,,,,,,,,,,
Madame Hagfish,https://spongebob.fandom.com/wiki/Madame_Hagfish,"""The Curse of the Hex""","""Captain Pipsqueak""","['Witch', ""Owner of Madame Hagfish's Were-Hair Boutique""]",Pacific Ocean,Female,Lavender,Blue,"['Kristen Wiig (""The Curse of the Hex"")', 'Jill Talley (""Terror at 20,000 Leagues"" and ""Captain Pipsqueak"")']",,Hagfish,,,
Green kid,https://spongebob.fandom.com/wiki/Green_kid,"""The Main Drain""","""Dirty Bubble Returns""",Student,"Bikini Bottom, Pacific Ocean",Male,Green with yellow fins,Black,Tom Kenny,,Fish,,,
Orange kid,https://spongebob.fandom.com/wiki/Orange_kid,"""The Main Drain""","""The Goofy Newbie""",,"Bikini Bottom, Pacific Ocean",Male,Orange with yellow dorsal fin,Black,Dee Bradley Baker,,Fish,,,
Ma Angler,https://spongebob.fandom.com/wiki/Ma_Angler,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,Trenchbilly leader,"The trench, Pacific Ocean",Female,Light teal and light green,Beige with no pupils,Amy Sedaris,,Anglerfish,,,
"""Y"" incidentals",https://spongebob.fandom.com/wiki/%22Y%22_incidentals,"""Trenchbillies""","""Surf N' Turf"" (Y7 and 18) (pictured)","['Truckers (Y2 and 7)', 'Wrestlers (Unknown ""Y"" 5 and 6)', 'Chef (Unknown ""Y"" 6)']","['The trench, Pacific Ocean', 'Bikini Bottom (Y2, 7, and 18)']",Male and three female (Y5 and 17 and Betsy),Various,Beige with no pupils,,,Cave fish,,,
Cletus,https://spongebob.fandom.com/wiki/Cletus,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light purple,Beige with no pupils,Dee Bradley Baker,,Cavefish,,,
Buford,https://spongebob.fandom.com/wiki/Buford,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,Trucker,"['The trench, Pacific Ocean', 'Bikini Bottom']",Male,Orange,Beige with no pupils,Tom Kenny,,Cavefish,,,
Incidental Y3,https://spongebob.fandom.com/wiki/Incidental_Y3,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Pale yellow,Beige with no pupils,,,Cavefish,,,
Incidental Y4,https://spongebob.fandom.com/wiki/Incidental_Y4,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Dark cyan,Beige with no pupils,,,Cavefish,,,
Incidental Y5,https://spongebob.fandom.com/wiki/Incidental_Y5,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Female,Pink,Beige with no pupils,,,Cavefish,,,
Incidental Y6,https://spongebob.fandom.com/wiki/Incidental_Y6,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Salmon,Beige with no pupils,,,Cavefish,,,
Incidental Y8,https://spongebob.fandom.com/wiki/Incidental_Y8,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light green,Beige with no pupils,,,Cavefish,,,
Incidental Y10,https://spongebob.fandom.com/wiki/Incidental_Y10,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light indigo,Beige with no pupils,,,Cavefish,,,
Incidental Y11,https://spongebob.fandom.com/wiki/Incidental_Y11,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Brownish-tan,Beige with no pupils,,,Cavefish,,,
Incidental Y12,https://spongebob.fandom.com/wiki/Incidental_Y12,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Pale orange,Beige with no pupils,,,Cavefish,,,
Incidental Y13,https://spongebob.fandom.com/wiki/Incidental_Y13,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Yellow,Beige with no pupils,,,Cavefish,,,
Incidental Y14,https://spongebob.fandom.com/wiki/Incidental_Y14,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light indigo,Beige with no pupils,,,Cavefish,,,
Incidental Y15,https://spongebob.fandom.com/wiki/Incidental_Y15,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Lavender,Beige with no pupils,,,Cavefish,,,
Incidental Y17,https://spongebob.fandom.com/wiki/Incidental_Y17,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Female,Lavender,Beige with no pupils,,,Cavefish,,,
Jethra,https://spongebob.fandom.com/wiki/Jethra,"""Trenchbillies""","""Surf N' Turf"" (pictured)",,"['The trench, Pacific Ocean', 'Bikini Bottom']",Male,Dark purple,Beige with no pupils,Dee Bradley Baker,,Cavefish,,,
Incidental Y19,https://spongebob.fandom.com/wiki/Incidental_Y19,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Purplish-gray,Beige with no pupils,,,Cavefish,,,
Uncle Belcher,https://spongebob.fandom.com/wiki/Uncle_Belcher,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light green,Beige with no pupils,,,Cavefish,,,
Betsy,https://spongebob.fandom.com/wiki/Betsy,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Female,Pale blue,Beige with no pupils,Sirena Irwin,,Cavefish,,,
"Unknown ""Y"" 1",https://spongebob.fandom.com/wiki/Unknown_%22Y%22_1,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light-green,Beige with no pupils,,,Cavefish,,,
"Unknown ""Y"" 2",https://spongebob.fandom.com/wiki/Unknown_%22Y%22_2,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Lavender,Beige with no pupils,,,Cavefish,,,
"Unknown ""Y"" 3",https://spongebob.fandom.com/wiki/Unknown_%22Y%22_3,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Light green,Beige with no pupils,,,Cavefish,,,
"Unknown ""Y"" 4",https://spongebob.fandom.com/wiki/Unknown_%22Y%22_4,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,,"The trench, Pacific Ocean",Male,Bright orange,,,,Cavefish,,,
"Unknown ""Y"" 5",https://spongebob.fandom.com/wiki/Unknown_%22Y%22_5,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,Wrestler,"The trench, Pacific Ocean",Male,Purplish-gray,Beige with no pupils,,,Cavefish,,,
"Unknown ""Y"" 6",https://spongebob.fandom.com/wiki/Unknown_%22Y%22_6,"""Trenchbillies""",The Ultimate Bikini Bottom Buddy Search,"['Wrestler', 'Chef']","The trench, Pacific Ocean",Male,Lime green,,Tom Kenny,,Cavefish,,,
Slimy trash can creatures,https://spongebob.fandom.com/wiki/Slimy_trash_can_creatures,,,,"SpongeBob's trash can, Bikini Bottom, Pacific Ocean",Male,Green,Black,Eban Schletter,"""Sponge-Cano!""",Trash can creatures,,,
Ancient warrior,https://spongebob.fandom.com/wiki/Ancient_warrior,"""Sponge-Cano!""",Nickelodeon Power Packed,,"Bikini Bottom, Pacific Ocean",Male,Light gray,Black,Dee Bradley Baker,,Dolphin,,,
Orin J. Ruffy,https://spongebob.fandom.com/wiki/Orin_J._Ruffy,"""The Great Patty Caper""","""What if the Mystery Ended This Way...?""","['Conductor', 'Criminal']","Bikini Bottom, Pacific Ocean",Male,"['Light green (""The Great Patty Caper"" undisguised and ""What if the Mystery Ended This Way...?"" disguised)', 'Yellow (""What if the Mystery Ended This Way...?"" undisguised)', 'Light orange and dark red-orange (""The Great Patty Caper"" disguised)']",Black,"['Dee Bradley Baker (""The Great Patty Caper"")', 'Rodger Bumpass (""What if the Mystery Ended This Way...?"")']",,Fish,,,
Conductor,https://spongebob.fandom.com/wiki/Conductor,"""The Great Patty Caper""","""BassWard""",Motorman,,Male,Violet,Black,"['Bill Fagerbakke (""The Great Patty Caper"")', 'Rodger Bumpass (""BassWard"")']",,Fish,,,
Jewel Triplets Gang,https://spongebob.fandom.com/wiki/Jewel_Triplets_Gang,"""The Great Patty Caper""",The Great Train Mystery,Thieves,Pacific Ocean,Male and female,"Dark green, light purple",Black,Dee Bradley Baker,,Fish,,,
Friendly lady,https://spongebob.fandom.com/wiki/Friendly_lady,"""The Great Patty Caper""","""BassWard""",,"Bikini Bottom, Pacific Ocean",Female,Light salmon-pink,Black,"['Jill Talley (""The Great Patty Caper"")', 'Carolyn Lawrence (""The Krabby Patty That Ate Bikini Bottom"")', 'Sirena Irwin (""BassWard"")']",,Fish,,,Baby
Keystone cops,https://spongebob.fandom.com/wiki/Keystone_cops,,,Police officers,,Male,"['Light green', 'Purple', 'Brown']",Black,"['Rodger Bumpass (Green Keystone Cop)', 'Tom Kenny (Purple Keystone Cop)']","""The Great Patty Caper""",Fish,,,
Teller,https://spongebob.fandom.com/wiki/Teller,,,Bank teller,,Male,Light green,Black,Tom Kenny,"""The Great Patty Caper""",Fish,,,
SpongeBob's grandson,https://spongebob.fandom.com/wiki/SpongeBob%27s_grandson,"""The Great Patty Caper""","""Pineapple Invasion"" (indirectly mentioned)",,"124 Conch Street, Bikini Bottom, Pacific Ocean; 75 years in the future",Male,Light yellow with light olive green holes,Light blue,Tom Kenny,,"['Sea sponge (Aplysina fistularis)', 'Part-sea sponge-goose hybrid (possibly)']",,"[""SpongeBob's son (possible father)"", ""SpongeBob's daughter (possible mother)""]",
Patrick clones,https://spongebob.fandom.com/wiki/Patrick_clones,"""SpongeBob (Re-Hydrated)""","""Five Times the Fun""",Patrick's clones,"Bikini Bottom, Pacific Ocean",Male,Coral pink,Black,Bill Fagerbakke,,Starfish (Clone),,,
Fish with plate,https://spongebob.fandom.com/wiki/Fish_with_plate,"""Buried in Time""",The Ultimate Bikini Bottom Buddy Search,,,Male,Purple,Light yellow,Tom Kenny,,Fish,,,
Enchanted tikis,https://spongebob.fandom.com/wiki/Enchanted_tikis,"""Enchanted Tiki Dreams""",[],,"Enchanted Tiki Island, Bikini Bottom, Pacific Ocean",Male,,,"['Nicolas Carr', 'Sage Guyton', 'Jeremy Wakefield']",,Tikis,,,
Howard Blandy,https://spongebob.fandom.com/wiki/Incidental_FG3,"""Selling Out""","""Too Many Patricks""","[""Owner of Krabby O'Monday's"", 'Businessman', 'Member of the Empty Head Society']","Bikini Bottom, Pacific Ocean",Male,Light green,Black,Tom Kenny,,Fish,,,
Grandma SquarePants' house,https://spongebob.fandom.com/wiki/Grandma_SquarePants%27_house,"""Grandma's Kisses""",Minecraft x SpongeBob Add-On,,,,,,,,,,,
Earworm,https://spongebob.fandom.com/wiki/Earworm_(character),"""Earworm""","""Pet the Rock""",,,,Light green,Light yellow with black pupils,Dee Bradley Baker,,Earworm,,,
Bartender,https://spongebob.fandom.com/wiki/Bartender,,,Bartender,"The End of the World, Pacific Ocean",Male,Turquoise green,,Rodger Bumpass,"""Hide and Then What Happens?""",Fish,,,
Patrick Not-Star,https://spongebob.fandom.com/wiki/Patrick_Not-Star,"""Hide and Then What Happens?""","""SpongeBob on Parade""",,,Male,Coral pink with red dots,Black,Bill Fagerbakke,,Starfish,,,
Club Shell,https://spongebob.fandom.com/wiki/Club_Shell,,,,,,,,,"""Shellback Shenanigans""",,,,
Mr. Sea Chicken,https://spongebob.fandom.com/wiki/Mr._Sea_Chicken,,,Mascot and owner of the Sea Chicken Shack,,Male,White,,Dee Bradley Baker,"""The Masterpiece""",Sea chicken,,,
Announcer,https://spongebob.fandom.com/wiki/Announcer_(The_Masterpiece),,,Commercial announcer,,Male,,,Tom Kenny,"""The Masterpiece""",,,,
Sea Chicken Shack cashier,https://spongebob.fandom.com/wiki/Sea_Chicken_Shack_cashier,,,Cashier at Sea Chicken Shack,"Bikini Bottom, Pacific Ocean",Female,Light blue,Black,Jill Talley,"""The Masterpiece""",Fish,,,
Sea whelks,https://spongebob.fandom.com/wiki/Sea_whelks,"""Whelk Attack""","""Pet the Rock""",,,Varies,Purple with light tangerine shells,,,,Sea snails,,Mother sea whelk (mother),
Mother sea whelk,https://spongebob.fandom.com/wiki/Mother_sea_whelk,,,,,Female,Light purple,,,"""Whelk Attack""",Whelk (sea snail),,,Sea whelks
Simple-Ton,https://spongebob.fandom.com/wiki/Simple-Ton,,,,,,,,,"""You Don't Know Sponge""",,,,
Bubble Patrick,https://spongebob.fandom.com/wiki/Bubble_Patrick,"""You Don't Know Sponge""",The SpongeBob Movie: Sponge Out of Water,,,Male,Transparent,Transparent,,,Bubble,,,
